paper_id,year,has_abstract,title,citation_count
5862cd265afdb4d00075f9f6039ca7263bcb4965,2013,False,Tracing the German centennial flood in the stream of tweets: first lessons learned,81
624860d40ec7e1118a1842404c06e2d44fe64a50,2013,False,Opening up the “black box” of medical image segmentation with statistical shape models,23
68a1a43383c6cb25d8ac3ea91befa5f0f3d909bf,2013,False,Extracting Personal Behavioral Patterns from Geo-Referenced Tweets,19
6aa54232332149bf18d0efa371077acbf08d3c1a,2013,False,Privacy-Aware Distributed Mobility Data Analytics,5
6b83fc12597b6c4f65e56a8ba6bd7fe20c0d3820,2013,False,Exploratory analysis of spatial and temporal data,48
706393bf010ee604ec4ae7d2bc8e97f8ecf3b1d8,2013,False,Report from Dagstuhl: the liberation of mobile location data and its implications for privacy research,22
7d9fe6ba9d9f0a4b9becde4bbc35f00fc4207698,2013,False,Spatio-temporal analysis of flows in CDC 2013 data,0
9051bd85f5877b47c18cd2e077629182209dece3,2013,False,Multi-perspective analysis of D4D fine resolution data,7
91463cf864aa789decccd18642aade2faca5446a,2013,False,EuroFigures - a digital portrait of the EU's General Statistics,0
9776314c9e4e729313af0cdf37798517a05a33ca,2013,False,Scalable Analysis of Movement Data for Extracting and Exploring Significant Places,99
9b6719505ee5c18c32a99b9a2a2a9b8f6a928105,2013,False,Exploring Traffic in Brest Harbor by Trajectory Aggregation,0
b61bf8518ae256622ee1c8ed18a3b521630eae35,2013,False,GIS Visualization Support to the C4.5 Classification Algorithm of KDD,5
cb0fe4d5fcdf1392d667dc8de1f6d085337c9ebe,2013,False,Extracting Semantics of Individual Places from Movement Data by Analyzing Temporal Patterns of Visits,38
cde0855cb750d15790c7dbd1f657a90fae9d2630,2013,False,"Visual analytics of movement: An overview of methods, tools and procedures",349
d903d46ef031a5652bf94b4379427211951ae9d8,2013,False,Visual Analytics of Movement: A Rich Palette of Techniques to Enable Understanding,10
db79319f037a3eb7e281496ef855a45b27dd1d21,2013,False,Semantic trajectories modeling and analysis,569
e29b6f30a38733e674caea84d1bee4586f8c248b,2013,False,Exploring Trajectory Attributes in Brest Harbor Gennady Andrienko and Natalia Andrienko,0
e453c70351208e009bb93ae99109ea5407854573,2013,False,Visual Analytics Focusing on Movers,1
ed1557edc57e36e76d24677ff83651ae67d4be6b,2013,False,Visual Analytics Infrastructure,1
f945130ace5318a5c1bdf30c083aa1c2fe961e2e,2013,False,Privacy-Preserving Distributed Movement Data Aggregation,30
0293b6baf280e20ca202d9edd01607ed52783f83,2012,False,Identifying Place Histories from Activity Traces with an Eye to Parameter Impact,33
04bfc768edfd38faad59c25995999191dbc169cc,2012,False,Visual Analytics Methodology for Eye Movement Studies,212
147f2aeec2b459b55e84eab483b30bb2cea8476a,2012,False,A visual analytics framework for spatio-temporal analysis and modelling,82
383440c0c0c4012f36f696285a5e69772e7df413,2012,False,Stacking-Based Visualization of Trajectory Attribute Data,321
71704bdd3d9bb9000145767a9577d258e38566d0,2012,False,Analysis of fire causes spatial and temporal distribution in France,0
827850470b8633b5c78dd318d91c2b39c82d8124,2012,False,Visual analytics methods for categoric spatio-temporal data,95
8d0236d1a734cd51a90172e61a8ed32e13e28fa8,2012,False,Privacy Issues in Geospatial Visual Analytics,23
93693f987887c64f489b201368f3bbb1e0ebc7c3,2012,False,Analysing the spatial dimension of eye movement data using a visual analytic approach,29
9e70d3919559d9a9cd141bcc131bb68ecf56baa2,2012,False,Visually exploring movement data via similarity-based analysis,68
ca510b49ab006a20cc3540a3ebd257721189417c,2012,False,Interactive exploration of events and presence of people in space and time through KD-photomap,0
d435163b35f6726415371ed7ec1a8bf9961e2cb3,2012,False,Interactive visual analysis of event-based movement data extracted from phone call records,0
ebf9bab6a5603cef4e0742b05400784e1b8b8b64,2012,False,Visual Analytics for Understanding Spatial Situations from Episodic Movement Data,87
fbb2c27a4b38b083e9beeb3716fe142ad8cc9271,2012,False,Scalable Cluster Analysis of Spatial Events,9
02dc4dd2751248e664a74371c06a9bbb640cf888,2011,False,GeoViz Hamburg 2011 : Linking geovisualization with spatial analysis and modeling,1
10f5a7aace444acf7bf7dc1d9d58a54901b0079e,2011,False,Solving Problems with Visual Analytics,137
12690823804c74f8ffa73a9d9dc0e7ddc0eb1237,2011,False,Visually exploring movement data via similarity-based analysis,1
249d9aa5dea6db247bf19ce7895af3ad859cc026,2011,False,Composite density maps for multivarate trajectories,0
2cdcc7f972ea2a923359e586816a7e291d5407cf,2011,False,KD-photomap: Exploring photographs in space and time,7
41eec1da680bde19a1c645417b96abf395cc86dc,2011,False,Exploring spatiotemporal patterns by integrating visual analytics with a moving objects database system,21
45a89f364adc4598e37a1914719baedf944f14c6,2011,False,A conceptual framework and taxonomy of techniques for analyzing movement,162
461d5338d09c6b0c17c9e157a4725225e0bd6972,2011,False,An event-based conceptual model for context-aware movement analysis,111
4f21bab421b3fa600bbe75bd53d13b41132225b5,2011,False,From movement tracks through events to places: Extracting and characterizing significant places from mobility data,140
7c3d5e8ea3a1fbe3c355e4063a1e5befbd21d5d6,2011,False,GeoViz - Linking Geovisualization with Spatial Analysis and Modelling,2
a2dbbd2dc28c8e042a5f82d272513bdc885e4ad3,2011,False,Analytical workflow of monitoring human mobility in big event settings using Bluetooth,58
a89e56012f8a723df4d186ce8a8016b155b04377,2011,False,Challenging problems of geospatial visual analytics,96
bd93ec086fbf2ace83828909c1c63293e720be67,2011,False,Composite Density Maps for Multivariate Trajectories,165
cd5726cb9e9a81ac8175986839d0a5fb7596e387,2011,False,Interactive Analysis of Object Group Changes over Time,27
ded4b3097c92775ce93e328c048f0b49de814ba4,2011,False,Spatial Generalization and Aggregation of Massive Movement Data,411
e07cd2596b6c9e44f36a2f723d723d5dfed6d68e,2011,False,Exploring City Structure from Georeferenced Photos Using Graph Centrality Measures,14
eb936ba5278ff0efce985883cb32e6fd64f54d67,2011,False,Visual Mobility Analysis using T-Warehouse,28
ebec328e7695ad5ab14722ac6482a1757cd8fc96,2011,False,"6th IEEE Conference on Visual Analytics Science and Technology, IEEE VAST 2011, Providence, RI, USA, October 23-28, 2011",0
